Chr	Start	End																						
chr11	70713348	70713564																						
chr9	25795166	25795382																						
chr14	63860881	63861097																						
chr3	108311036	108311252																						
chr5	33218801	33219017																						
chr8	126830125	126830341																						
chr12	104002677	104002893																						
chr4	155216405	155216621																						
chr7	142630740	142630956																						
chr3	101947363	101947579																						
chr10	117144733	117144949																						
chr3	133740519	133740735																						
chr15	103090723	103090939																						
chr4	105630159	105630375																						
chr19	56628207	56628423																						
chr14	65360157	65360373																						
chr2	134821232	134821448																						
chr4	54602959	54603175																						
chr1	71912621	71912837																						
chrX	142507003	142507219																						
chr2	22663785	22664001																						
chr17	18321669	18321885																						
chr14	19996006	19996222																						
chr3	83859719	83859935																						
chr2	52604032	52604248																						
chr7	102292315	102292531																						
chr8	128339051	128339267																						
chr19	39463117	39463333																						
chr5	8716092	8716308																						
chr11	105107968	105108184																						
chr15	85787520	85787736																						
chr16	34825236	34825452																						
chr10	67226856	67227072																						
chr12	71446317	71446533																						
chr6	129175592	129175808																						
chr18	42718980	42719196																						
chr10	95582951	95583167																						
chr13	113601870	113602086																						
chr13	63175340	63175556																						
chr6	88622875	88623091																						
chr6	73223272	73223488																						
chr4	155120592	155120808																						
chr16	35900638	35900854																						
chr19	25406041	25406257																						
chr7	125551924	125552140																						
chr8	68094874	68095090																						
chr2	155019708	155019924																						
chr14	11758746	11758962																						
chr11	83930436	83930652																						
chr1	168336509	168336725																						
chr1	105663685	105663901																						
chr4	66882187	66882403																						
chr17	47246715	47246931																						
chr1	162037919	162038135																						
chr14	61042287	61042503																						
chr10	94119161	94119377																						
chr4	144957207	144957423																						
chr8	81487551	81487767																						
chr16	17251589	17251805																						
chr2	162939749	162939965																						
chr2	25472645	25472861																						
chr6	134736971	134737187																						
chr1	30871934	30872150																						
chr18	74764442	74764658																						
chr7	138919247	138919463																						
chr6	51417319	51417535																						
chr7	99976281	99976497																						
chr8	13505287	13505503																						
chr12	82319860	82320076																						
chr7	65357583	65357799																						
chr6	120835954	120836170																						
chr11	100330971	100331187																						
chr14	65977310	65977526																						
chr4	138976113	138976329																						
chr16	45990472	45990688																						
chr4	135958533	135958749																						
chr1	84253997	84254213																						
chr12	103150335	103150551																						
chr2	126598346	126598562																						
chr2	63510526	63510742																						
chr13	113530194	113530410																						
chr11	55217486	55217702																						
chr6	17540071	17540287																						
chr9	65744073	65744289																						
chr1	72032314	72032530																						
chr11	108308355	108308571																						
chr15	62279635	62279851																						
chr7	19817792	19818008																						
chr14	11894344	11894560																						
chr11	44173333	44173549																						
chr19	10149373	10149589																						
chr2	126537814	126538030																						
chr3	22082011	22082227																						
chr9	45961960	45962176																						
chr2	11479078	11479294																						
chr6	57537918	57538134																						
chr16	22698148	22698364																						
chr7	46732512	46732728																						
chr5	89448047	89448263																						
chr19	36733277	36733493																						
chr4	98039255	98039471																						
chr11	3101879	3102095																						
chr10	21046790	21047006																						
chr8	10939942	10940158																						
chr6	71950734	71950950																						
chr5	8898305	8898521																						
chr3	79156358	79156574																						
chr11	50022232	50022448																						
chr2	75622242	75622458																						
chr2	133617520	133617736																						
chr9	64733388	64733604																						
chr7	99225498	99225714																						
chr3	133722670	133722886																						
chr15	68304688	68304904																						
chr9	106739096	106739312																						
chr7	134193103	134193319																						
chr3	119987325	119987541																						
chr10	83637362	83637578																						
chr19	56525811	56526027																						
chr17	45702364	45702580																						
chr3	105030999	105031215																						
chr4	19719467	19719683																						
chr3	148982484	148982700																						
chr13	40916901	40917117																						
chr2	178610720	178610936																						
chr10	83301813	83302029																						
chr8	120492637	120492853																						
chr10	96924876	96925092																						
chr3	22090528	22090744																						
chr11	72686011	72686227																						
chr9	69181525	69181741																						
chr5	135726824	135727040																						
chr6	36315073	36315289																						
chr6	87189882	87190098																						
chr9	31028331	31028547																						
chr2	166035148	166035364																						
chr5	72918115	72918331																						
chr14	56890210	56890426																						
chr17	5207984	5208200																						
chr15	37559844	37560060																						
chr11	60879628	60879844																						
chr7	96959208	96959424																						
chr1	193287640	193287856																						
chr5	63788228	63788444																						
chr12	51612424	51612640																						
chr9	91193382	91193598																						
chr10	108435170	108435386																						
chr2	126931767	126931983																						
chr14	11430124	11430340																						
chr3	100201692	100201908																						
chr1	177475685	177475901																						
chr2	155340274	155340490																						
chr5	105836000	105836216																						
chr8	46349032	46349248																						
chr9	73972961	73973177																						
chr10	68435356	68435572																						
chr1	22315505	22315721																						
chr9	115400575	115400791																						
chr4	19571047	19571263																						
chr5	107947618	107947834																						
chr8	46404293	46404509																						
chrX	105901730	105901946																						
chr12	71836382	71836598																						
chr19	38514718	38514934																						
chr10	87895468	87895684																						
chr10	23489938	23490154																						
chr9	22417667	22417883																						
chr9	89219720	89219936																						
chr6	148208981	148209197																						
chr10	118752517	118752733																						
chr17	81175932	81176148																						
chr2	118547548	118547764																						
chr7	119667892	119668108																						
chr7	115654029	115654245																						
chr13	75542643	75542859																						
chr15	61348761	61348977																						
chr2	119572537	119572753																						
chr19	37782415	37782631																						
chr10	67299352	67299568																						
chrX	157419688	157419904																						
chr4	132484867	132485083																						
chrY	931592	931808																						
chr14	64146277	64146493																						
chr18	75004172	75004388																						
chr12	16042359	16042575																						
chr8	109979496	109979712																						
chrX	166478774	166478990																						
chr18	39855892	39856108																						
chr2	93445315	93445531																						
chr4	141722056	141722272																						
chr11	70740956	70741172																						
chr3	142530082	142530298																						
chr15	10399854	10400070																						
chr18	33189763	33189979																						
chr6	134564612	134564828																						
chr7	27454085	27454301																						
chr17	82636538	82636754																						
chr11	37144079	37144295																						
chr4	55242386	55242602																						
chr1	119191292	119191508																						
chr6	54215696	54215912																						
chr15	59643835	59644051																						
chr3	122545419	122545635																						
chr19	20744731	20744947																						
chr5	51039804	51040020																						
chr8	14753216	14753432																						
chr1	183954352	183954568																						
chr18	46737729	46737945																						
chr11	5422060	5422276																						
chr2	134756257	134756473																						
chr6	95185282	95185498																						
chr2	130919141	130919357																						
chr16	36545424	36545640																						
chr7	115564788	115565004																						
chr6	85856164	85856380																						
chr11	62500552	62500768																						
chr14	61041103	61041319																						
chr2	72477308	72477524																						
chr5	125319477	125319693																						
chr12	83981691	83981907																						
chr7	125741256	125741472																						
chr4	45521780	45521996																						
chr6	66998712	66998928																						
chr14	105890898	105891114																						
chr13	24943364	24943580																						
chr1	118723647	118723863																						
chr13	45958405	45958621																						
chrX	11644593	11644809																						
chr3	156912878	156913094																						
chr1	66899259	66899475																						
chr7	27591281	27591497																						
chr14	12086205	12086421																						
chr3	21908907	21909123																						
chr16	29973414	29973630																						
chr11	95821594	95821810																						
chr5	130185114	130185330																						
chr15	90398080	90398296																						
chr4	49510383	49510599																						
chr12	25795148	25795364																						
chr15	6445196	6445412																						
chrX	52155739	52155955																						
chr6	59456009	59456225																						
chr4	108999886	109000102																						
chr1	190822792	190823008																						
chr8	10965395	10965611																						
chr12	110244698	110244914																						
chr10	4733392	4733608																						
chr11	57688297	57688513																						
chr10	24246903	24247119																						
chr5	86906849	86907065																						
chr13	30524997	30525213																						
chr16	91378576	91378792																						
chr12	76431609	76431825																						
chr2	127897722	127897938																						
chr16	93860070	93860286																						
chr3	133534163	133534379																						
chr1	58077881	58078097																						
chr19	21651831	21652047																						
chr2	147527966	147528182																						
chr16	91727488	91727704																						
chr1	51512372	51512588																						
chr5	9034557	9034773																						
chr3	95692701	95692917																						
chr18	7780592	7780808																						
chr15	33014221	33014437																						
chr1	37026030	37026246																						
chr2	115933292	115933508																						
chr1	13115648	13115864																						
chr6	21950629	21950845																						
chr5	30152034	30152250																						
chr1	33096957	33097173																						
chr9	100619572	100619788																						
chr12	75915751	75915967																						
chr5	99994209	99994425																						
chr18	4934937	4935153																						
chr15	82206876	82207092																						
chr2	69701681	69701897																						
chr12	108850311	108850527																						
chr2	147723670	147723886																						
chr6	37617779	37617995																						
chr14	27658666	27658882																						
chr9	116232041	116232257																						
chr10	59443382	59443598																						
chr8	23476066	23476282																						
chr16	97281211	97281427																						
chr13	64180900	64181116																						
chr1	16796468	16796684																						
chr4	6908901	6909117																						
chr6	101217836	101218052																						
chr1	184605725	184605941																						
chr11	67535805	67536021																						
chr8	18158705	18158921																						
chr10	43238394	43238610																						
chr6	117292686	117292902																						
chr7	112688601	112688817																						
chr7	79259221	79259437																						
chr2	94051069	94051285																						
chr11	35750674	35750890																						
chr8	10859644	10859860																						
chr2	37453263	37453479																						
chr5	87000701	87000917																						
chr5	30222789	30223005																						
chr3	130214809	130215025																						
chr1	183427034	183427250																						
chr17	33828882	33829098																						
chr10	47652445	47652661																						
chr2	84895545	84895761																						
chr11	102263244	102263460																						
chr4	97101977	97102193																						
chr1	161380120	161380336																						
chr1	39133055	39133271																						
chr7	102337947	102338163																						
chr13	16269718	16269934																						
chr2	103512392	103512608																						
chr14	70762940	70763156																						
chr2	102763426	102763642																						
chr6	55175074	55175290																						
chr13	37525751	37525967																						
chr12	73838293	73838509																						
chr4	101694677	101694893																						
chr16	23294361	23294577																						
chr11	76914282	76914498																						
chr10	93488572	93488788																						
chr4	95579307	95579523																						
chr13	54629200	54629416																						
chr6	111372880	111373096																						
chr11	8067379	8067595																						
chr10	59431328	59431544																						
chr3	122421890	122422106																						
chr12	80953415	80953631																						
chr9	61728199	61728415																						
chr4	40830666	40830882																						
chr5	52998505	52998721																						
chr6	140548192	140548408																						
chr6	134039362	134039578																						
chr13	31178548	31178764																						
chr7	84678300	84678516																						
chr11	108307144	108307360																						
chr16	23144422	23144638																						
chr7	75463856	75464072																						
chr4	136214943	136215159																						
chr9	104232034	104232250																						
chr9	121912997	121913213																						
chr4	90082927	90083143																						
chr1	162639988	162640204																						
chr17	79070129	79070345																						
chr4	134897307	134897523																						
chr15	55310636	55310852																						
chr2	91811481	91811697																						
chr10	45849059	45849275																						
chrX	48184707	48184923																						
chr7	112647499	112647715																						
chr7	133611007	133611223																						
chr8	105080861	105081077																						
chr3	5396280	5396496																						
chr7	99106899	99107115																						
chr13	109590163	109590379																						
chr2	180462828	180463044																						
chr15	101925058	101925274																						
chr2	72176414	72176630																						
chr4	104838431	104838647																						
chr19	57925766	57925982																						
chr3	157926115	157926331																						
chr9	43466930	43467146																						
chr3	79413564	79413780																						
chr19	41496149	41496365																						
chr10	59768687	59768903																						
chr8	68844238	68844454																						
chr17	69821981	69822197																						
chr2	38502870	38503086																						
chr10	87915876	87916092																						
chr12	113142116	113142332																						
chr15	31465908	31466124																						
chr1	185861496	185861712																						
chr7	79758346	79758562																						
chr17	31862230	31862446																						
chr13	22034202	22034418																						
chr11	51774771	51774987																						
chr2	70643252	70643468																						
chr1	161269056	161269272																						
chr18	8906800	8907016																						
chr13	92533907	92534123																						
chr2	91633459	91633675																						
chr18	56433333	56433549																						
chr15	76114891	76115107																						
chr11	96938065	96938281																						
chr5	9040762	9040978																						
chr11	109993928	109994144																						
chr12	118186193	118186409																						
chr17	31909017	31909233																						
chr1	60146994	60147210																						
chr8	126734822	126735038																						
chr3	131489081	131489297																						
chr2	153630501	153630717																						
chr3	31079528	31079744																						
chr8	108369188	108369404																						
chr7	101332157	101332373																						
chr17	29420022	29420238																						
chr10	93202152	93202368																						
chr5	150451657	150451873																						
chr2	161088402	161088618																						
chr19	32619786	32620002																						
chr19	55424118	55424334																						
chr11	68857415	68857631																						
chr6	54996428	54996644																						
chr2	131215784	131216000																						
chr7	100148673	100148889																						
chr13	49190449	49190665																						
chr3	121936387	121936603																						
chr3	116329449	116329665																						
chr13	95810854	95811070																						
chr15	59476612	59476828																						
chr13	40859925	40860141																						
chr12	44245796	44246012																						
chr13	42724120	42724336																						
chr7	125236600	125236816																						
chr15	64476064	64476280																						
chr5	39152045	39152261																						
chr6	106781482	106781698																						
chr9	46259168	46259384																						
chr5	3806963	3807179																						
chr8	89365574	89365790																						
chr3	98781052	98781268																						
chr15	75314507	75314723																						
chr3	28705883	28706099																						
chr6	144197329	144197545																						
chr13	105088863	105089079																						
chr4	64135031	64135247																						
chr9	61031828	61032044																						
chr2	70337207	70337423																						
chr1	105900961	105901177																						
chr6	126033740	126033956																						
chr3	14863959	14864175																						
chr3	79539175	79539391																						
chr13	93653459	93653675																						
chr13	115669852	115670068																						
chr10	96743065	96743281																						
chr10	67195721	67195937																						
chr3	48586116	48586332																						
chr1	75540577	75540793																						
chr3	142777215	142777431																						
chr2	51176348	51176564																						
chr6	128604582	128604798																						
chr5	125249234	125249450																						
chr1	154149041	154149257																						
chr14	14014666	14014882																						
chr15	82422917	82423133																						
chr13	24377662	24377878																						
chr2	5610308	5610524																						
chr17	86528051	86528267																						
chr2	75613321	75613537																						
chr11	111704187	111704403																						
chr4	19993257	19993473																						
chr18	56392732	56392948																						
chr8	67495351	67495567																						
chr15	82396106	82396322																						
chr1	64738220	64738436																						
chr8	27240846	27241062																						
chr10	127312908	127313124																						
chr15	38568375	38568591																						
chr8	94666276	94666492																						
chr3	64039895	64040111																						
chr19	24945621	24945837																						
chr10	30289011	30289227																						
chr8	93332850	93333066																						
chr5	103755064	103755280																						
chr5	122500147	122500363																						
chr10	118766912	118767128																						
chr4	102734922	102735138																						
chr9	90108345	90108561																						
chr3	146768634	146768850																						
chr11	101682625	101682841																						
chr8	22400689	22400905																						
chr4	144913368	144913584																						
chr3	14971681	14971897																						
chr16	28906820	28907036																						
chr8	94182920	94183136																						
chr10	37272088	37272304																						
chr9	52165748	52165964																						
chr6	146126958	146127174																						
chr11	117663735	117663951																						
chr6	6205777	6205993																						
chr15	54863343	54863559																						
chr8	113141204	113141420																						
chr15	82747588	82747804																						
chr2	169948223	169948439																						
chr15	3324953	3325169																						
chr16	29989350	29989566																						
chr2	158175604	158175820																						
chr4	3677408	3677624																						
chr13	41845118	41845334																						
chr6	72809861	72810077																						
chr11	115919197	115919413																						
chr17	34862511	34862727																						
chr15	77746265	77746481																						
chr5	150232255	150232471																						
chr2	109985113	109985329																						
chr10	39660029	39660245																						
chr8	45725525	45725741																						
chr2	153580674	153580890																						
chr18	12550233	12550449																						
chr4	148455694	148455910																						
chr11	112961269	112961485																						
chr7	137412591	137412807																						
chr4	141214630	141214846																						
chr2	26957154	26957370																						
chr2	132903435	132903651																						
chr18	51155415	51155631																						
chr4	82495665	82495881																						
chr15	72825695	72825911																						
chr15	62302353	62302569																						
chr14	41104803	41105019																						
chr6	85869013	85869229																						
chr9	57762299	57762515																						
chr8	111708307	111708523																						
chr1	168437798	168438014																						
chr4	141281216	141281432																						
chr13	46019605	46019821																						
chr6	8045898	8046114																						
chr10	128960972	128961188																						
chr13	99058545	99058761																						
chr8	105045925	105046141																						
chr18	74758609	74758825																						
chr15	12007499	12007715																						
chr2	152614307	152614523																						
chr10	40188934	40189150																						
chr15	99883110	99883326																						
chr6	122602496	122602712																						
chr3	41614696	41614912																						
chr2	133516737	133516953																						
chr12	32693724	32693940																						
chr10	122386751	122386967																						
chr6	93076014	93076230																						
chr10	127776109	127776325																						
chr15	59077993	59078209																						
chr11	106950541	106950757																						
chr17	74043816	74044032																						
chr5	124173605	124173821																						
chr14	29995968	29996184																						
chr4	139511665	139511881																						
chr5	28756093	28756309																						
chr1	153689754	153689970																						
chrX	142902663	142902879																						
chr10	94171434	94171650																						
chr17	28682783	28682999																						
chr1	120066263	120066479																						
chr5	92327303	92327519																						
chr11	20862205	20862421																						
chr3	142493810	142494026																						
chr13	34112419	34112635																						
chr11	70945594	70945810																						
chr10	68212552	68212768																						
chr8	36319687	36319903																						
chr10	107021191	107021407																						
chr10	122515818	122516034																						
chr3	151899143	151899359																						
chr6	119421039	119421255																						
chr4	8361316	8361532																						
chr1	187484856	187485072																						
chr13	108536451	108536667																						
chr5	73625603	73625819																						
chr17	78992751	78992967																						
chr4	105101144	105101360																						
chr17	48485031	48485247																						
chr1	84758878	84759094																						
chr14	35685311	35685527																						
chr5	34381773	34381989																						
chr14	122548496	122548712																						
chr15	68972353	68972569																						
chr4	136501663	136501879																						
chr13	20661191	20661407																						
chrX	152765093	152765309																						
chr1	51720279	51720495																						
chr19	34526140	34526356																						
chr3	10286001	10286217																						
chr4	150334005	150334221																						
chr7	137445439	137445655																						
chr1	59157929	59158145																						
chr15	55635320	55635536																						
chr9	47624015	47624231																						
chr14	25209245	25209461																						
chr13	95609140	95609356																						
chr8	106589209	106589425																						
chr17	85881810	85882026																						
chr12	112671035	112671251																						
chr16	25544324	25544540																						
chr11	120505679	120505895																						
chr11	58614648	58614864																						
chr11	77199626	77199842																						
chr17	24821738	24821954																						
chr11	29762899	29763115																						
chr4	8689660	8689876																						
chr17	10304051	10304267																						
chr13	75058891	75059107																						
chr18	46635286	46635502																						
chr8	93183347	93183563																						
chr3	133530278	133530494																						
chr3	83663798	83664014																						
chr18	41966527	41966743																						
chr9	65303614	65303830																						
chr11	107270700	107270916																						
chr3	115741443	115741659																						
chr2	68902621	68902837																						
chr11	75459180	75459396																						
chr10	126019558	126019774																						
chr6	125516001	125516217																						
chr13	98942215	98942431																						
chr3	101948701	101948917																						
chr6	90466122	90466338																						
chr3	130494574	130494790																						
chr17	34814899	34815115																						
chr8	47243169	47243385																						
chr16	30253535	30253751																						
chr9	66146248	66146464																						
chr17	73996824	73997040																						
chr17	36430409	36430625																						
chr8	61397224	61397440																						
chr7	37083091	37083307																						
chr11	89012289	89012505																						
chr11	88610905	88611121																						
chr16	34725167	34725383																						
chr15	39869769	39869985																						
chr1	169187820	169188036																						
chr18	11851792	11852008																						
chr11	79753203	79753419																						
chr9	43823655	43823871																						
chr14	8000380	8000596																						
chr17	49429231	49429447																						
chr2	170270237	170270453																						
chr15	28019409	28019625																						
chr7	118250518	118250734																						
chr6	146926472	146926688																						
chr7	71544355	71544571																						
chr12	52030150	52030366																						
chr8	123242445	123242661																						
chr1	38308636	38308852																						
chr19	12805903	12806119																						
chr6	99275921	99276137																						
chr14	89677898	89678114																						
chr3	98720847	98721063																						
chr4	124746115	124746331																						
chr13	37940195	37940411																						
chr5	23331111	23331327																						
chr4	155605228	155605444																						
chr19	34203391	34203607																						
chr19	28656932	28657148																						
chr17	24226863	24227079																						
chr9	52013201	52013417																						
chr12	8454467	8454683																						
chr9	74939203	74939419																						
chr10	50764010	50764226																						
chr2	134554324	134554540																						
chr11	37150059	37150275																						
chr5	113216665	113216881																						
chr13	60607542	60607758																						
chr15	55265767	55265983																						
chr10	86886591	86886807																						
chr6	56841983	56842199																						
chr7	99157518	99157734																						
chr16	24226041	24226257																						
chr13	28096239	28096455																						
chr12	99187726	99187942																						
chr8	34158299	34158515																						
chr1	4810396	4810612																						
chr8	3352863	3353079																						
chr6	95936556	95936772																						
chr8	112725047	112725263																						
chr17	79658494	79658710																						
chr3	36533109	36533325																						
chr19	30158267	30158483																						
chr1	63178291	63178507																						
chr18	7631657	7631873																						
chr16	23196353	23196569																						
chr18	46464652	46464868																						
chr11	57986129	57986345																						
chr6	48785864	48786080																						
chr11	82015166	82015382																						
chr19	56531281	56531497																						
chr14	76822986	76823202																						
chr6	145592869	145593085																						
chr14	70500734	70500950																						
chr3	65581509	65581725																						
chr4	106563082	106563298																						
chr12	8432939	8433155																						
chr17	80172003	80172219																						
chr4	11869769	11869985																						
chr3	118361857	118362073																						
chr19	49359797	49360013																						
chr15	67064838	67065054																						
chr15	44640398	44640614																						
chr11	41354988	41355204																						
chr18	33552935	33553151																						
chr4	59217236	59217452																						
chr8	109584388	109584604																						
chr2	51142769	51142985																						
chr4	99046491	99046707																						
chr18	32145444	32145660																						
chr13	100603220	100603436																						
chr2	69061920	69062136																						
chr13	73757018	73757234																						
chr6	112758666	112758882																						
chr6	9107443	9107659																						
chr17	49422972	49423188																						
chr8	85071036	85071252																						
chr13	35463262	35463478																						
chr3	146443486	146443702																						
chr12	83424466	83424682																						
chr1	170866936	170867152																						
chr10	24948555	24948771																						
chr6	138074750	138074966																						
chr1	162247317	162247533																						
chr1	140415783	140415999																						
chr2	75224468	75224684																						
chr18	68299136	68299352																						
chr19	42136248	42136464																						
chr2	103844098	103844314																						
chr4	149776144	149776360																						
chr2	151937899	151938115																						
chr15	31343719	31343935																						
chr1	164415384	164415600																						
chr13	28988587	28988803																						
chr7	126681250	126681466																						
chr14	64841966	64842182																						
chr15	28524925	28525141																						
chr2	153584461	153584677																						
chr10	99314419	99314635																						
chr12	52149438	52149654																						
chr3	98587764	98587980																						
chr5	83712947	83713163																						
chr6	58989226	58989442																						
chr11	97820901	97821117																						
chr7	115851215	115851431																						
chr14	17845888	17846104																						
chr8	10882498	10882714																						
chr17	28871902	28872118																						
chr11	5728684	5728900																						
chr10	80677254	80677470																						
chr16	23444304	23444520																						
chr6	124698848	124699064																						
chr8	122905428	122905644																						
chr2	12970368	12970584																						
chr11	107466618	107466834																						
chr2	72173965	72174181																						
chr9	74522427	74522643																						
chr2	77028798	77029014																						
chr9	65023538	65023754																						
chr15	94951691	94951907																						
chr5	65354167	65354383																						
chr6	108140843	108141059																						
chr1	127899482	127899698																						
chr12	80216520	80216736																						
chr6	94793696	94793912																						
chr8	22511067	22511283																						
chr5	89450971	89451187																						
chr17	51367575	51367791																						
chr5	148748203	148748419																						
chr2	164421374	164421590																						
chrX	97744423	97744639																						
chr18	12635463	12635679																						
chr9	112023133	112023349																						
chr6	82927592	82927808																						
chr6	147453069	147453285																						
chr4	99028483	99028699																						
chr19	21297541	21297757																						
chr18	45570678	45570894																						
chr7	141316192	141316408																						
chr6	22012172	22012388																						
chr5	120836620	120836836																						
chr18	84089483	84089699																						
chr4	97025642	97025858																						
chr18	58299604	58299820																						
chr15	82361394	82361610																						
chr3	107974386	107974602																						
chr9	30824194	30824410																						
chr14	54900522	54900738																						
chr3	108067655	108067871																						
chr4	53731079	53731295																						
chr1	40163502	40163718																						
chr13	16633535	16633751																						
chr6	90487697	90487913																						
chr14	50356687	50356903																						
chr7	115684280	115684496																						
chr13	67375658	67375874																						
chr4	8679345	8679561																						
chr6	128525764	128525980																						
chr4	47239191	47239407																						
chr8	89037904	89038120																						
chr18	3420123	3420339																						
chr11	30769431	30769647																						
chr2	7267277	7267493																						
chr18	53810964	53811180																						
chr4	149261063	149261279																						
chr1	179836509	179836725																						
chr10	18409170	18409386																						
chr12	72650125	72650341																						
chr13	79286283	79286499																						
chr14	76837713	76837929																						
chr6	72227771	72227987																						
chr8	116399546	116399762																						
chr16	4829303	4829519																						
chr5	64344439	64344655																						
chr5	99246222	99246438																						
chr10	53423179	53423395																						
chr4	132959723	132959939																						
chr9	74930077	74930293																						
chr8	93252549	93252765																						
chr10	68465817	68466033																						
chr16	65672232	65672448																						
chr13	51871238	51871454																						
chr11	81488812	81489028																						
chr2	153597660	153597876																						
chr14	21584978	21585194																						
chr12	111743866	111744082																						
chr18	3839878	3840094																						
chr17	13705395	13705611																						
chr10	86878800	86879016																						
chr5	136527598	136527814																						
chr13	114466492	114466708																						
chr8	11149390	11149606																						
chr4	63561877	63562093																						
chr17	28459779	28459995																						
chr6	140187220	140187436																						
chr2	166021060	166021276																						
chr7	119526036	119526252																						
chr3	115792712	115792928																						
chr4	139129856	139130072																						
chr2	44920651	44920867																						
chr1	168366392	168366608																						
chr10	10579967	10580183																						
chr4	72123057	72123273																						
chr5	90447706	90447922																						
chr14	71945910	71946126																						
chr5	105295871	105296087																						
chr2	91154174	91154390																						
chr13	119409299	119409515																						
chr7	100130834	100131050																						
chr8	89406812	89407028																						
chr1	16776876	16777092																						
chr5	121587427	121587643																						
chr8	22623369	22623585																						
chr18	6470318	6470534																						
chr3	35931351	35931567																						
chr6	136533061	136533277																						
chr15	38640825	38641041																						
chr5	87091172	87091388																						
chr14	79508978	79509194																						
chrX	20548636	20548852																						
chr7	113935158	113935374																						
chr5	150912667	150912883																						
chr9	95581234	95581450																						
chr9	43114923	43115139																						
chr5	121663581	121663797																						
chr7	75472379	75472595																						
chr5	140823512	140823728																						
chr7	19700976	19701192																						
chr6	88742746	88742962																						
chr7	130564087	130564303																						
chr10	23839130	23839346																						
chr13	63325210	63325426																						
chr2	75643417	75643633																						
chr4	38461538	38461754																						
chr3	65966001	65966217																						
chr2	72886314	72886530																						
chr13	24791453	24791669																						
chr19	58339528	58339744																						
chr6	53996674	53996890																						
chr16	13205885	13206101																						
chr7	87392557	87392773																						
chr12	51503285	51503501																						
chr13	54077163	54077379																						
chr7	46738610	46738826																						
chr18	84504420	84504636																						
chr10	87545709	87545925																						
chr13	99092339	99092555																						
chr16	4405359	4405575																						
chr3	100466627	100466843																						
chr15	9602541	9602757																						
chr15	101087008	101087224																						
chr5	102599143	102599359																						
chr15	43651198	43651414																						
chr18	53927788	53928004																						
chr9	57223426	57223642																						
chr6	66981885	66982101																						
chr14	66129947	66130163																						
chr17	45833968	45834184																						
chr6	134110278	134110494																						
chr13	101373675	101373891																						
chr5	76953928	76954144																						
chr16	26749756	26749972																						
chr13	99369681	99369897																						
chr18	20054641	20054857																						
chr12	84308378	84308594																						
chr4	86436408	86436624																						
chr17	88460567	88460783																						
chr6	117276915	117277131																						
chr5	17848741	17848957																						
